Response ID,Time Started,Date Submitted,Referer,IP Address Hash,IP Country,IP City,IP State/Region,Residency,Black/African American:Race/Ethnicity (check any that apply),Asian:Race/Ethnicity (check any that apply),"LatinX (Hispanic, Latino, or Spanish):Race/Ethnicity (check any that apply)",Middle Eastern/North African:Race/Ethnicity (check any that apply),Native American:Race/Ethnicity (check any that apply),Pacific Islander:Race/Ethnicity (check any that apply),White:Race/Ethnicity (check any that apply),"I consider myself a member of an historically excluded group (e.g. Person of Color, LGBTQ)",Age,Gender,Mental Health Issues:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Homelessness:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Substance Abuse:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Protests and Demonstrations:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Traffic:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Intimate Partner Violence:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,Other - Write In:Which of the following do you think should be handled by trained social workers or other non-police personnel? Check all that apply.,"Do you believe police officers treat every community member with equal fairness and respect without considering their race, gender, age, religion or sexual orientation?","Have you or someone you know experienced  physical mistreatment, harassment, or intimidation by a police officer?","If yes, please elaborate","Requiring de-escalation and strict guidelines on using force, especially deadly force:Please indicate which of the following changes to policing you support:",Requiring mandatory body camera use and the automatic release of bodycam footage with 30 days of any major incident:Please indicate which of the following changes to policing you support:,"Publicly releasing all data on police interactions that require filing a report, including the race of the community members?:Please indicate which of the following changes to policing you support:","Ending profiling, ""Stop and Frisk"", and policing of minor issues:Please indicate which of the following changes to policing you support:",Requiring strong civilian oversight boards that can set policy and investigate complaints:Please indicate which of the following changes to policing you support:,"Prioritizing resources towards rigorous training to reinforce policies, including testing for bias in shoot/don't shoot decision making:Please indicate which of the following changes to policing you support:","Banning No Knock, and Knock and Enter warrants:Please indicate which of the following changes to policing you support:","Restricting the purchase, use, and deployment of military equipment:Please indicate which of the following changes to policing you support:",Removing any barriers in police contracts to effective misconduct investigations and civilian oversight:Please indicate which of the following changes to policing you support:,"Has anyone stolen something from you, your car, or your residence in the past 12 months, or have you been the victim of a crime?",How many times have you been involved in a traffic stop with a member of the Saratoga Springs Police Department?,How many times have you had contact with a member of the Saratoga Springs Police Department for something other than a traffic stop?,The SSPD listens to local residents and understands the issues that affect your neighborhood:Do you agree with the following statements?,The SSPD works together with community members to solve local problems.:Do you agree with the following statements?,I trust the SSPD to make decisions that are good for everyone in our city:Do you agree with the following statements?,The SSPD is effective at fighting crime:Do you agree with the following statements?,I trust the SSPD to investigate and discipline its own officers:Do you agree with the following statements?,"If I have a complaint against SSPD, I am confident it will be acted on objectively and respectfully:Do you agree with the following statements?",I can count on the SSPD to be there when I need them:Do you agree with the following statements?,"SSPD Officers uniformly treat people with fairness and respect without considering their race, gender, age, religion or sexual orientation:Do you agree with the following statements?",I approve of having police patrol my local neighborhood daily:Do you agree with the following statements?,I would like more officers moved from cars to out on foot patrol walking a beat:Do you agree with the following statements?,"Overall, how satisfied are you with the Saratoga Springs Police Department?",How would you improve the SSPD?,Entered Email
1673,"Feb 19, 2021 12:51:13 PM","Feb 19, 2021 12:54:22 PM",https://nextdoor.com/,t0BpeAp2bfUCc82Kz7ntUw==,United States,Troy,NY,2,,,,,,,7,0,4,1,,,,1,1,,,,0,1,I don't feel comfortable describing someone else's experience.,1,1,1,1,1,1,1,1,,0,1,0,2,2,2,3,2,2,3,2,4,4,2,I think they should stop dropping off homeless people at the hospital.  They don't belong in the emergency room and it does nothing to solve the problem.  ,No
1674,"Feb 19, 2021 12:53:09 PM","Feb 19, 2021 12:56:37 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,1nBiTcwTemzwiKXD6PhmoQ==,United States,Ballston Spa,NY,1,,,,,,,7,0,4,2,1,1,1,,,1,,,2,0,,1,1,1,1,1,1,1,2,1,0,1,1,4,3,4,4,4,4,4,4,5,4,5,I am proud of SSPD. It is a difficult job. I believe transparency is critical of any public servant role. I support transparency in adherence to policies.,Yes
1675,"Feb 19, 2021 12:56:14 PM","Feb 19, 2021 1:00:36 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,H6wHCn6fn6zX0b0QvoG4lQ==,United States,Woodbine,GA,1,,,,,,,7,0,4,1,,,,,,,,,1,0,,1,1,0,0,0,1,0,0,1,0,0,0,5,5,5,5,5,5,5,5,5,3,5,,Yes
1676,"Feb 19, 2021 12:54:11 PM","Feb 19, 2021 12:59:11 PM",https://nextdoor.com/,7lCEJ2vhucxgm5P4PlZrtw==,United States,Greenwich,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,1,"I believe outside of protests, demonstrations and crimessome of these issues may require response from both or at least special training for all police officers. I believe Duxbury, Mass has a program to look at that may be beneficial.",1,0,,1,1,2,2,1,1,2,1,1,,,,,,,,,,,,,,,,No
1677,"Feb 19, 2021 12:59:45 PM","Feb 19, 2021 1:04:39 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,aBbHdIK1v9N+7V3k6nuS3g==,United States,Saratoga Springs,NY,1,,,3,,,,,1,5,1,1,1,1,1,,1,1,Most of the checked situations require both this skills and authority of both social workers and police,0,0,,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,No
1678,"Feb 19, 2021 1:00:06 PM","Feb 19, 2021 1:04:21 PM",https://nextdoor.com/,7lCEJ2vhucxgm5P4PlZrtw==,United States,Greenwich,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,1,The four I checked may require police personnel as well as others.,2,0,,1,1,2,2,1,1,2,1,1,0,1,2,4,5,3,4,1,3,5,3,3,4,4,,Yes
1679,"Feb 19, 2021 1:01:13 PM","Feb 19, 2021 1:11:48 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,tlNndOHd1nTRXGG/PW99xA==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,1,1,,,,,,,2,0,,1,1,0,1,2,0,2,1,1,0,0,0,4,4,4,4,3,4,4,4,4,4,4,"All professions have bad apples (doctors, teachers, law enforcement, military, politicians etc)  I don't like making generalities so this survey was a problem for me. We expect a lot of the police force- the ability to decide in a fraction of a second if some drunk or mentally ill or drugged up person is a threat to the officer or someone else- especially domestic situations. Why don't people cooperate when asked to stand down, hands off so the office can assess for a weapon etc? Would you like someone to come at YOU at night when you asked them to stop? I think not. However, there are instances of excessive force that are undeniable. There is a lot of gray area here that is not reflective in your survey.  Deliberate taunting of officers to provoke a response is unacceptable. The officers have rights too.  ",Yes
1680,"Feb 19, 2021 1:01:44 PM","Feb 19, 2021 1:02:22 PM",https://nextdoor.com/,a8MPmwiGJrQwgFM5Ow2GjQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1681,"Feb 19, 2021 1:09:43 PM","Feb 19, 2021 1:33:16 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,mxUYxz8HftQoH41HYsSsZQ==,United States,Schenectady,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,,,0,0,,1,1,0,1,1,0,0,2,0,0,0,2,4,4,4,4,4,3,4,4,4,3,4,"I have called in the police a few times regarding my mentality I'll adult son. I feel there needs to be training for the officers as well as social workers about mental illness and homelessness. My son ""appeared normal "" to the police officers, but was in fact in a schizophrenic state. I feel the officers should take in account of what the family member is saying instead of brushing it off or citing a law saying it's not a crime to be crazy in New York State. After many adventures my son has gone on both in New York State, other states and other countries I finally got someone to help me stabilize him. He got beat almost to death in Mexico, and Canada. Has traveled with no sleep across country ending up in hospitals asking the people to take the microchip out of his brain. And I can go on and on. He was homeless here in Saratoga because I couldn't handle him of felt afraid of him. I couldn't have him in my home anymore. No one would help me or him. He needed medication and a stable place to stay and be looked after until he was stabilized. I don't know how many times he escaped death on his adventures, and I don't know how many times I saved him. It's not only a family issue but the society problem as well. I see a lady my age or perhaps younger than me and she is homeless here in Saratoga. She walks around with a rape sign clearly being raped before. I've tried to reach out to her be she won't talk. Why isn't someone helping her? It's all so very sad with her sleeping in the snow!",No
1682,"Feb 19, 2021 1:11:16 PM","Feb 19, 2021 1:11:16 PM",https://nextdoor.com/,OjQzf1OiF6pH4v7Ob57J9g==,United States,Ballston Spa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1683,"Feb 19, 2021 1:14:26 PM","Feb 19, 2021 1:18:57 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,yqgNok8VOifDiVuY18Im6Q==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,2,1,1,1,,,1,,,1,0,,1,1,1,0,2,1,0,1,1,0,1,3,4,4,4,4,3,4,4,3,4,3,5,,Yes
1684,"Feb 19, 2021 1:15:37 PM","Feb 19, 2021 1:30:08 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,/9mrrI+DYkOU75fdOVPj3w==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,0,1,"Called the police to my home for help in a domestic situation (which I didn't realize was a domestic situation at the the time) rather than dealing with the actual situation at hand, the police acted aggressively, quickly escalated the situation, and in the end, ended up physically assaulting me, [injury redacted] leaving me covered with bruises and then arresting me and lying about my actions. I have never been in trouble. I needed their assistance and rather than helping me and resolving any problems, they created larger ones and completely abused their power and authority. ",1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,3,5,1,"I would require SSPD to all undergo de-escalation training and empathy training. All officers should have training in dealing with mentally ill. They should have rigorous counseling to deal with any personal issues and be screened for personality and rage or anger issues.  SSPD members should be required to participate more openly in the community through service hours with our youth, homeless, and disenfranchised.  All body camera footage should be release immediately to anyone arrested or who's had an interaction with them...this should not take 30 day and it should not be solely in their control. ",Yes
1685,"Feb 19, 2021 1:13:33 PM","Feb 19, 2021 1:20:14 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,xgFdDpPSRKYXg/fPljOV+w==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,,,2,0,,1,1,2,1,1,1,1,2,1,0,1,0,4,3,3,4,3,4,5,3,4,4,4,,No
1686,"Feb 19, 2021 1:20:02 PM","Feb 19, 2021 1:20:02 PM",https://nextdoor.com/,QJXDfAphpz1QWhrBTOBMyQ==,United States,Ballston Spa,NY,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1687,"Feb 19, 2021 1:21:10 PM","Feb 19, 2021 1:23:58 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,H80er2mu3k9IZ5vkV7vAOA==,United States,Utica,NY,1,,,,,,,7,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1688,"Feb 19, 2021 1:23:39 PM","Feb 19, 2021 1:29:28 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,3RwfiNxCn4buMGisdR3Ydw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,1,1,,,1,,,0,1,"My son was arrested.  He repeatedly asked to call his attorney.  The police would not let him call and continued to question him,  He was not given his Miranda warnings.",1,1,1,1,1,1,0,2,1,0,0,1,2,2,2,2,3,3,3,2,2,4,2,Training for racial bias.  Listen respectfully when issues arise.  Remove the Us vs. Them mentality.,Yes
1689,"Feb 19, 2021 2:19:39 PM","Feb 19, 2021 2:23:56 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,crXXwH7gJkQ3XYCjR2bl2w==,United States,Greenwich,NY,2,,,,,,,7,0,5,2,1,1,1,,,,,,0,0,,1,1,1,1,1,1,2,1,1,0,1,1,3,3,3,3,2,4,4,3,4,5,3,,No
1690,"Feb 19, 2021 1:24:13 PM","Feb 23, 2021 6:42:30 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,HPVtzwfdctty9wMbc0IaMA==,United States,New York,NY,1,,,,,5,,,1,4,1,,,,,,,,,1,0,,2,1,0,2,0,1,0,0,0,1,0,0,5,5,5,4,5,5,5,5,5,3,5,,No
1691,"Feb 19, 2021 1:31:01 PM","Feb 19, 2021 2:05:21 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,aBbHdIK1v9N+7V3k6nuS3g==,United States,Saratoga Springs,NY,1,,,3,,,,,1,5,1,1,1,1,1,,1,1,All these involve social worker skills and resources and May need police skills and authority,0,0,,1,1,1,1,1,1,1,1,1,0,0,3,2,2,1,3,1,1,3,1,3,2,2,"Transparency and accountability are badly needed. I feel they operate in their own bubble and their chief is inaccessible - I once tried to write him about something that happened and a suggestion and I couldn't even find his name and contact information anywhere. Come on , this is a small city, he should be more of a public presence. My other suggestion is that we do need a civilian committee that is charged with the authority and public trust to investigate incidents that involve complaints about the SSPD. They should have access to the police reports and any information that helps them make a report and recommendations,which should be available to the public. When I read that Veitch testified that he had lied about conducting an internal investigation into the Daryl Mount case,it totally broke my trust with the SSPD leadership and therefore, the SSPD , and  made the need for a civilian investigative group obvious. Afterwards, I read in a newspaper article that one of the young officers involved in the Daryl Mount incident, had become one of the highest promoted police officers for his age group. I think that with more public awareness through a civilian committee about this fatal police incident,perhaps his subsequent promotions would have been more closely scrutinized. ",No
1692,"Feb 19, 2021 1:32:46 PM","Feb 19, 2021 1:38:20 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,zQYbuXSan/hm2VOHr7z7cQ==,United States,Ballston Spa,NY,1,,,,,,,7,0,6,1,1,,1,,,,,,0,0,,1,1,2,2,1,1,1,1,1,0,0,1,2,2,2,3,2,2,4,2,3,4,3,,Yes
1693,"Feb 19, 2021 1:39:56 PM","Feb 19, 2021 2:10:02 PM",https://m.facebook.com/,M1PCnq6NsSindriGWsS0ag==,United States,Ballston Spa,NY,1,,,,,,,7,1,5,1,1,1,1,,,1,,,0,1,"racial disparities, thinking someone with a neurological condition was instead someone with substance abuse issues (a responding social worker would have known difference and saved the person an expensive and unnecessary trip to the ER when police put them in an ambulance and sent them there - not to mention the embarrassment of doing so in front of all the grocery store employees that person sees regularly and now have incorrect assumptions about them.)",1,1,2,2,1,1,2,0,1,0,0,1,3,3,3,3,2,3,3,2,4,3,2,"The idea of having trained social workers and even medical people (ambulance, first responders) trained to respond and de-escalate situations involving homeless individuals, people with possible mental illness and/or other diagnosed (or undiagnosed) MEDICAL issues is key. But we need a far stronger follow-up for such individuals and incidents. If we don't have housing and mandated follow-up treatment options available, the social work responders will be overwhelmed by the same issues - and few or no solutions - which means we will have trouble recruiting and keeping what should become key members of our response teams. Studies have shown that our prisons are full of individuals who, had they received effective care for mental, substance abuse or other health issues, would still be in the community - and not being warehoused in our prisons as last resort - and they come out of those prisons more damaged and even less capable of remaining in public as an effective member of their communities. Yes, we need police reform and to refocus on compassion and descalation. But we also need some form of national healthcare so that individuals who are deferred from prison are provided housing and medical treatment. Without that key second part of the equation, the same issues - and related problems - will remain an issue both for law enforcement and our communities. ",No
1694,"Feb 19, 2021 1:40:22 PM","Feb 19, 2021 1:45:48 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Lza1PUqubYoSxpZYlBmkHQ==,United States,Fort Myers,FL,1,,,,,,,7,0,5,1,1,1,1,,,,,,0,0,,1,1,1,2,1,1,2,1,1,0,0,1,3,3,3,3,2,3,4,3,4,3,3,Concerned about the show of force downtown at a peaceful demonstration last year. ,No
1695,"Feb 19, 2021 1:41:49 PM","Feb 19, 2021 1:47:58 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,0nShkE4ZmeNkYsENcDN/6w==,United States,Argyle,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,0,0,,1,1,2,1,1,2,2,1,1,0,0,1,4,4,3,3,1,2,3,3,3,3,3,,Yes
1696,"Feb 19, 2021 1:46:59 PM","Feb 19, 2021 1:56:36 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,/9mrrI+DYkOU75fdOVPj3w==,United States,Saratoga Springs,NY,1,,,,,,,7,0,1,2,1,1,1,1,,1,,,0,1,4 cops left my 125 pound mom looking like one giant bruise,1,1,1,1,1,1,1,2,2,0,1,1,2,1,1,1,1,2,2,1,3,5,1,need to focus on the individual cops instead of the whole police force because some of them are perfectly fine and want to help people but the others are looking for problems.,No
1697,"Feb 19, 2021 1:48:31 PM","Feb 19, 2021 1:48:31 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,Ia6StD2jGMNjuTpZFmPe+g==,United States,Saratoga Springs,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1698,"Feb 19, 2021 1:50:08 PM","Feb 19, 2021 1:54:39 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,466D7YYx5wbgYo7OdaqUGQ==,United States,Saratoga Springs,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,2,0,,1,1,2,1,1,1,2,1,2,,,,,,,,,,,,,,,,No
1699,"Feb 19, 2021 1:50:57 PM","Feb 19, 2021 1:55:06 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,iCSaD9R9+tp/2BA/OYhZzw==,United States,Saratoga Springs,NY,2,,,,,,,7,0,4,1,1,,1,,,1,,,0,1,I have an African American male friend who is scared to drive alone. ,1,1,0,1,1,1,1,1,1,0,0,0,3,3,3,3,2,2,4,3,3,5,3,,No
1700,"Feb 19, 2021 1:52:38 PM","Feb 19, 2021 2:12:03 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,E4+WLQC/mt6dB3nJ28gA4Q==,United States,Vinalhaven,ME,4,,,,,,,7,0,6,1,1,,1,,,1,,,0,1,"Our  [relationship redacted], who has been a victim of childhood rape, was living with an abusive man, called the police for help and the officer who responded, physically beat up our  [relationship redacted] and put her in jail. [personally identifiable situation redacted] The policeman who handled the call was absolutely WRONG in how he handled the situation. Instead of receiving help when fearing her boyfriend' s wrath, the officer beat her badly. Not right! ",1,1,1,2,1,2,0,2,1,0,0,0,2,2,1,3,2,3,2,2,5,3,2,Training in the handling of domestic violence issues. ,Yes
1701,"Feb 19, 2021 1:58:01 PM","Feb 19, 2021 2:01:44 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,N9gsSi2hfD2vfU/GUJpwGw==,United States,Ballston Spa,NY,1,,,,,,,7,0,4,1,1,1,1,,,,,,2,0,,1,1,1,1,1,1,2,1,1,0,1,1,3,3,3,4,3,3,4,3,3,3,4,,No
1702,"Feb 19, 2021 2:02:03 PM","Feb 19, 2021 2:05:10 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,IdXmYOsthAEMI5lSio5sFw==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,,1,,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,,Yes
1703,"Feb 19, 2021 2:03:31 PM","Feb 19, 2021 2:07:13 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,CILUDYvvf0BcfTHAIcnN1w==,United States,Saratoga Springs,NY,1,,,,,,,7,0,5,1,1,,,,,,,,1,0,,2,2,0,2,0,1,0,1,2,0,1,1,5,5,4,4,5,3,5,5,5,,5,,Yes
1704,"Feb 19, 2021 2:07:13 PM","Feb 19, 2021 2:14:39 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,htBck4v2188K49QaIzwYQw==,United States,Detroit,MI,1,,,,,,,7,0,4,1,1,,1,,,,,,1,0,,1,0,0,0,1,1,1,1,0,0,0,0,5,5,5,5,4,5,5,5,4,2,5,"People like to point aim at police offices and complain they don't do enough or they do too much. What people need to remember  they got to work everyday to make sure that Saratoga Springs is a safe place to live, risking their lives for us to be safe! There seems to be appreciation from the city members towards the police department. It is a very said time. ",No
1705,"Feb 19, 2021 2:16:49 PM","Feb 19, 2021 2:23:25 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,USYKMi01CASCawjXd9rNwQ==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,1,1,1,1,1,,,,0,0,,1,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,3,2,3,3,,No
1706,"Feb 19, 2021 2:17:09 PM","Feb 19, 2021 2:19:54 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ysDRUGeKX5FkAn12/9/TtQ==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,1,,,,,,2,0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,No
1707,"Feb 19, 2021 2:19:28 PM","Feb 19, 2021 2:19:28 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,A5EOHVluAchpZyDIiPFQCg==,United States,Troy,NY,1,,,,,,,7,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1708,"Feb 19, 2021 2:20:06 PM","Feb 19, 2021 3:18:22 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,A5EOHVluAchpZyDIiPFQCg==,United States,Troy,NY,1,,,,,,,7,0,4,2,1,1,1,,,1,,,2,1,,1,1,1,1,2,1,2,1,1,0,0,2,4,3,3,4,3,3,4,3,4,4,4,,No
1709,"Feb 19, 2021 2:27:55 PM","Feb 19, 2021 2:27:58 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ysDRUGeKX5FkAn12/9/TtQ==,United States,Ballston Spa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
1710,"Feb 19, 2021 2:27:59 PM","Feb 19, 2021 3:09:23 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,q4Tqxo28pRTVDV3TDw2OJQ==,United States,Saratoga Springs,NY,1,,,,,,,7,1,5,2,1,1,1,1,,1,,,0,1,"An officer harassed my disabled [age and gender redacted - juvenile child] and I was forced to filed a complaint with the department. I was promised an investigation and an interview but never heard back. No transparency, no consequences. I believe the department has been infiltrated by white supremacists and insurrectionists.  See NYCPBA.  Power corrupts, absolute power corrupts absolutely.  I think the good cops would be better off if all cops were held responsible. More of the old failed ideas, ""More training"" are only distractions. I believe it is time to disband the department, void the contract and rehire the good cops and renegotiate. I believe the police cannot have loyalty to the PBA and the people they are meant to protect. Time to chose protect and serve. ",1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,1,"The best law enforcement are State Police. The local police departments are full of second best rejects. Time to demand only the best. We must cancel current contracts only meant to protect bad officers and write a contract that puts the needs of the community first. Defund, disband.",Yes
1711,"Feb 19, 2021 2:43:22 PM","Feb 19, 2021 2:46:52 PM",https://nextdoor.com/,kai+BnNTU4KWm+6m4Wy/Mw==,United States,Crystal River,FL,1,,,,,,,7,0,6,2,,1,,,,,,,1,0,,0,0,0,0,0,0,0,0,0,1,0,2,5,5,5,5,5,5,4,5,5,3,5,,No
1712,"Feb 19, 2021 2:46:48 PM","Feb 19, 2021 2:52:09 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,SkHvCjfwP4a3DovmHdZKgA==,United States,Ballston Spa,NY,1,,,,,,,7,0,5,1,1,1,,,,,,,0,0,,1,1,1,1,1,1,1,1,1,0,2,1,2,3,2,3,1,1,3,2,2,5,2,,No
1713,"Feb 19, 2021 2:54:46 PM","Feb 19, 2021 2:59:07 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,ccT+PXdbHNOPr/aHLyyFEA==,United States,Saratoga Springs,NY,2,,,,,,,7,0,6,2,1,1,1,,,,,,1,0,,1,2,0,0,0,2,0,0,0,0,1,1,4,4,5,3,4,4,4,4,5,4,4,,No
1714,"Feb 19, 2021 3:04:27 PM","Feb 19, 2021 3:08:58 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,RmA6F6UP3cUoydhHgQvsOw==,United States,Schenectady,NY,2,,,,,,,7,0,4,2,1,1,1,,,1,,,1,0,,2,1,2,0,1,1,2,0,0,0,1,0,5,5,5,5,5,5,5,5,5,4,5,,No
1715,"Feb 19, 2021 3:08:29 PM","Feb 19, 2021 3:55:22 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,8wdjTzBHaFV8DPv7RRNfjw==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,1,1,1,1,,,1,,,0,1,"a Black colleague has been repeatedly stopped while driving without cause and has found dressing in a suit and tie to diminish both the incidence and the disrespect when pulled over; a highly regarded Asian scientist has found it necessary to board airplanes in suit, tie and briefcase to reduce being singled out for body searches...and I could list more, but think these are sufficiently illustrative.",1,1,1,1,1,1,0,1,1,0,1,1,3,2,2,3,2,3,4,1,3,4,2,"significant antiracist training, support for the solving of interpersonal and mental health related problems for which police are not adequately equipped nor should they need to be if other, more appropriate resources are immediately available.",No
1716,"Feb 19, 2021 3:09:12 PM","Feb 19, 2021 3:23:23 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,lufZgm83hqktNvb5DhsYkw==,United States,Milwaukee,WI,1,,,,,,,7,0,4,2,,,,,,,1,None,1,0,,1,1,1,0,0,1,2,2,2,0,1,1,4,4,4,4,4,4,4,4,4,4,5,Screening candidates to make sure we don't have people coming onto the force with to a power trip mentality. A fair process for investigating alleged wrongdoing by officers and firing or prosecution if they violate procedures or commit crimes ,No
1717,"Feb 19, 2021 3:18:51 PM","Feb 19, 2021 3:25:14 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,14DP+ydQN6RrsbX6idX4zA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,6,2,1,1,,,,,,,1,0,,2,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,5,5,5,2,1,,Yes
1718,"Feb 19, 2021 3:20:09 PM","Feb 19, 2021 3:25:43 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,23ANmz17tMbdmom6WK8Xfg==,United States,Saratoga Springs,NY,2,,,,,,,7,0,5,1,1,1,1,,,,,,2,0,,1,1,2,1,1,1,1,1,1,0,0,4,3,4,3,3,3,3,4,3,5,4,4,,No
1719,"Feb 19, 2021 3:24:41 PM","Feb 19, 2021 3:28:24 PM",https://survey.alchemer.com/s3/5800463/Saratoga-Policing-Survey,P3VMr7nHwTXBAk5OdLhZaA==,United States,Peterborough,NH,1,,,,,,,7,0,6,2,1,1,,,,,,,2,0,,1,2,,0,0,1,2,0,2,0,0,1,4,4,4,4,3,3,5,4,5,3,5,,Yes
1720,"Feb 19, 2021 3:30:27 PM","Feb 19, 2021 3:42:32 PM",https://nextdoor.com/,ctYuHvnek/PdY/6FCKQAyA==,United States,Saratoga Springs,NY,1,,,,,,,7,0,,1,1,1,1,,,,,,1,0,,2,1,0,1,0,2,2,2,2,0,0,1,5,5,5,5,5,5,5,5,5,5,5,I've lived here for 21 years .I cannot think of a single complaint.,Yes
1721,"Feb 19, 2021 3:39:32 PM","Feb 19, 2021 3:41:47 PM",https://nextdoor.com/,fl5ihy/WW89l0ERaR++csQ==,United States,Ballston Spa,NY,2,,,,,,,7,0,5,1,1,1,,,,,,,1,0,,1,1,0,0,0,2,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,,No
1722,"Feb 19, 2021 3:57:36 PM","Feb 19, 2021 3:57:36 PM",https://nextdoor.com/,u4vuxpy2qmHZobFvrD/WUQ==,United States,Saratoga Springs,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
